description|author|image|rating|title
Four years after the sudden death of his wife, forty-year-old bestselling novelist Mike Noonan is still grieving. Unable to write, and plagued by vivid nightmares set at the western Maine summerhouse he calls Sara Laughs, Mike reluctantly returns to the lakeside getaway. There, he finds his beloved Yankee town held in the grip of a powerful millionaire, Max Devore, whose vindictive purpose is to take his three-year-old granddaughter, Kyra, away from her widowed young mother, Mattie. As Mike is drawn into Mattie and Kyra's struggle, as he falls in love with both of them, he is also drawn into the mystery of Sara Laughs, now the site of ghostly visitations and escalating terrors. What are the forces that have been unleashed here—and what do they want of Mike Noonan?It is no secret that King is one of our most mesmerizing storytellers. In Bag of Bones, he proves to be one of our most moving as well.(back cover)|Stephen King|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365592796l/10589.jpg|3.9|Bag of Bones
Eleven Minutes is the story of Maria, a young girl from a Brazilian village, whose first innocent brushes with love leave her heartbroken. At a tender age, she becomes convinced that she will never find true love, instead believing that “love is a terrible thing that will make you suffer. . . .” A chance meeting in Rio takes her to Geneva, where she dreams of finding fame and fortune.Maria’s despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness—sexual pleasure for its own sake—or risking everything to find her own “inner light” and the possibility of sacred sex, sex in the context of love.|Paulo Coelho|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358266987l/1430.jpg|3.7|Eleven Minutes
Stephen Edwin King was born the second son of Donald and Nellie Ruth Pillsbury King. After his father left them when Stephen was two, he and his older brother, David, were raised by his mother. Parts of his childhood were spent in Fort Wayne, Indiana, where his father's family was at the time, and in Stratford, Connecticut. When Stephen was eleven, his mother brought her children back to Durham,|Stephen King|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432828013l/10567._SY475_.jpg|3.65|Cell
"Banana Yoshimoto's novels have made her a sensation in Japan and all over the world, and Kitchen, the dazzling English-language debut that is still her best-loved book, is an enchantingly original and deeply affecting book about mothers, love, tragedy, and the power of the kitchen and home in the lives of a pair of free-spirited young women in contemporary Japan. Mikage, the heroine of Kitchen, is an orphan raised by her grandmother, who has passed away. Grieving, she is taken in by her friend Yoichi and his mother (who was once his father), Eriko. As the three of them form an improvised family that soon weathers its own tragic losses, Yoshimoto spins a lovely, evocative tale that recalls early Marguerite Duras. Kitchen and its companion story, ""Moonlight Shadow,"" are elegant tales whose seeming simplicity is the ruse of a writer whose voice echoes in the mind and the soul."|Banana Yoshimoto|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327904393l/50144.jpg|3.85|Kitchen
Alternate Cover Edition can be found hereSeventeen-year-old Veronica 'Ronnie' Miller’s life was turned upside-down when her parents divorced and her father moved from New York City to Wilmington, North Carolina. Three years later, she remains angry and alienated from her parents, especially her father . . . until her mother decides it would be in everyone’s best interest if she spent the summer in Wilmington with him. Ronnie’s father, a former concert pianist and teacher, is living a quiet life in the beach town, immersed in creating a work of art that will become the centerpiece of a local church. The tale that unfolds is an unforgettable story about love in its myriad forms - first love, the love between parents and children - that demonstrates, as only a Nicholas Sparks novel can, the many ways that deeply felt relationships can break our hearts . . . and heal them.|Nicholas Sparks|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286549186l/6400090.jpg|4.15|The Last Song
"Ella Minnow Pea is a girl living happily on the fictional island of Nollop off the coast of South Carolina. Nollop was named after Nevin Nollop, author of the immortal pangram,* ""The quick brown fox jumps over the lazy dog."" Now Ella finds herself acting to save her friends, family, and fellow citizens from the encroaching totalitarianism of the island's Council, which has banned the use of certain letters of the alphabet as they fall from a memorial statue of Nevin Nollop. As the letters progressively drop from the statue they also disappear from the novel. The result is both a hilarious and moving story of one girl's fight for freedom of expression, as well as a linguistic tour de force sure to delight word lovers everywhere.*pangram: a sentence or phrase that includes all the letters of the alphabet"|Mark Dunn|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479697890l/16200._SY475_.jpg|3.85|Ella Minnow Pea: A Novel in Letters
This daring literary thriller, rich with eroticism and suspense, is one of John Fowles's best-loved and bestselling novels and has contributed significantly to his international reputation as a writer of the first degree. At the center of The Magus is Nicholas Urfe, a young Englishman who accepts a teaching position on a remote Greek island, where he befriends a local millionaire. The friendship soon evolves into a deadly game, in which reality and fantasy are deliberately manipulated, and Nicholas finds that he must fight not only for his sanity but for his very survival.|John Fowles|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441323311l/16286._SY475_.jpg|4.05|The Magus
"""Relentless terror."" —The Philadelphia InquirerThe classic, blockbuster thriller of man-eating terror that inspired the Steven Spielberg movie and made millions of beachgoers afraid to go into the water. Experience the thrill of helpless horror again—or for the first time!"|Peter Benchley|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533963881l/126232._SY475_.jpg|3.97|Jaws
The Pulitzer Prize and Drama Critics Circle Award winning play—reissued with an introduction by Arthur Miller (Death of a Salesman and The Crucible), and Williams’ essay “The World I Live In.”It is a very short list of 20th-century American plays that continue to have the same power and impact as when they first appeared—57 years after its Broadway premiere, Tennessee Williams’ A Streetcar Named Desire is one of those plays. The story famously recounts how the faded and promiscuous Blanche DuBois is pushed over the edge by her sexy and brutal brother-in-law, Stanley Kowalski. Streetcar launched the careers of Marlon Brando, Jessica Tandy, Kim Hunter, and Karl Malden, and solidified the position of Tennessee Williams as one of the most important young playwrights of his generation, as well as that of Elia Kazan as the greatest American stage director of the ’40s and ’50s.|Tennessee Williams|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389153133l/12220.jpg|3.98|A Streetcar Named Desire
With her final novel, Villette, Charlotte Brontë reached the height of her artistic power. First published in 1853, Villette is Brontë's most accomplished and deeply felt work, eclipsing even Jane Eyre in critical acclaim. Her narrator, the autobiographical Lucy Snowe, flees England and a tragic past to become an instructor in a French boarding school in the town of Villette. There she unexpectedly confronts her feelings of love and longing as she witnesses the fitful romance between Dr. John, a handsome young Englishman, and Ginerva Fanshawe, a beautiful coquette. The first pain brings others, and with them comes the heartache Lucy has tried so long to escape. Yet in spite of adversity and disappointment, Lucy Snowe survives to recount the unstinting vision of a turbulent life's journey - a journey that is one of the most insightful fictional studies of a woman's consciousness in English literature.|Charlotte Brontë|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412741l/31173.jpg|3.76|Villette
Published in 1975, Ragtime changed our very concept of what a novel could be. An extraordinary tapestry, Ragtime captures the spirit of America in the era between the turn of the century & the First World War. The story opens in 1906 in New Rochelle, NY, at the home of an affluent American family. One lazy Sunday afternoon, the famous escape artist Harry Houdini swerves his car into a telephone pole outside their house. Almost magically, the line between fantasy & historical fact, between real & imaginary characters, disappears. Henry Ford, Emma Goldman, J.P. Morgan, Evelyn Nesbit, Sigmund Freud & Emiliano Zapata slip in & out of the tale, crossing paths with Doctorow's imagined family & other fictional characters, including an immigrant peddler & a ragtime musician from Harlem whose insistence on a point of justice drives him to revolutionary violence.|E.L. Doctorow|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320531790l/175675.jpg|3.88|Ragtime
Lina is just like any other fifteen-year-old Lithuanian girl in 1941. She paints, she draws, she gets crushes on boys. Until one night when Soviet officers barge into her home, tearing her family from the comfortable life they've known. Separated from her father, forced onto a crowded and dirty train car, Lina, her mother, and her young brother slowly make their way north, crossing the Arctic Circle, to a work camp in the coldest reaches of Siberia. Here they are forced, under Stalin's orders, to dig for beets and fight for their lives under the cruelest of conditions. Lina finds solace in her art, meticulously--and at great risk--documenting events by drawing, hoping these messages will make their way to her father's prison camp to let him know they are still alive. It is a long and harrowing journey, spanning years and covering 6,500 miles, but it is through incredible strength, love, and hope that Lina ultimately survives. Between Shades of Gray is a novel that will steal your breath and capture your heart.|Ruta Sepetys|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873479l/7824322.jpg|4.37|Between Shades of Gray
Hig somehow survived the flu pandemic that killed everyone he knows. Now his wife is gone, his friends are dead, and he lives in the hangar of a small abandoned airport with his dog, Jasper, and a mercurial, gun-toting misanthrope named Bangley. But when a random transmission beams through the radio of his 1956 Cessna, the voice ignites a hope deep inside him that a better life exists outside their tightly controlled perimeter. Risking everything, he flies past his point of no return and follows its static-broken trail, only to find something that is both better and worse than anything he could ever hope for.|Peter Heller|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388122817l/13330761.jpg|3.92|The Dog Stars
"For popular high school senior Samantha Kingston, February 12—""Cupid Day""—should be one big party, a day of valentines and roses and the privileges that come with being at the top of the social pyramid. And it is … until she dies in a terrible accident that night.However, she still wakes up the next morning. In fact, Sam lives the last day of her life seven times, until she realizes that by making even the slightest changes, she may hold more power than she ever imagined.Before I Fall is now a major motion picture Zoey Deutch, Halston Sage, and Kian Lawley. Named to numerous state reading lists, the novel was also recognized as a Best Book of the Year by Amazon.com, Barnes & Noble, The Daily Beast, NPR, and Publishers Weekly."|Lauren Oliver|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361044695l/6482837.jpg|3.91|Before I Fall
Hermann Hesse was a German-Swiss poet, novelist, and painter. In 1946, he received the Nobel Prize for Literature. His best known works include Steppenwolf, Siddhartha, and The Glass Bead Game (also known as Magister Ludi) which explore an individual's search for spirituality outside society.In his time, Hesse was a popular and influential author in the German-speaking world; worldwide fame only|Hermann Hesse|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421510580l/24861.jpg|4.13|Demian: Die Geschichte von Emil Sinclairs Jugend
"A sharply intelligent novel about two college students and the strange, unexpected connection they forge with a married couple.Frances is twenty-one years old, cool-headed, and darkly observant. A college student and aspiring writer, she devotes herself to a life of the mind--and to the beautiful and endlessly self-possessed Bobbi, her best friend and comrade-in-arms. Lovers at school, the two young women now perform spoken-word poetry together in Dublin, where a journalist named Melissa spots their potential. Drawn into Melissa's orbit, Frances is reluctantly impressed by the older woman's sophisticated home and tall, handsome husband. Private property, Frances believes, is a cultural evil--and Nick, a bored actor who never quite lived up to his potential, looks like patriarchy made flesh. But however amusing their flirtation seems at first, it gives way to a strange intimacy neither of them expect. As Frances tries to keep her life in check, her relationships increasingly resist her control: with Nick, with her difficult and unhappy father, and finally even with Bobbi. Desperate to reconcile herself to the desires and vulnerabilities of her body, Frances's intellectual certainties begin to yield to something new: a painful and disorienting way of living from moment to moment.Written with gem-like precision and probing intelligence, Conversations With Friends is wonderfully alive to the pleasures and dangers of youth."""|Sally Rooney|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500031338l/32187419._SY475_.jpg|3.81|Conversations with Friends
Feyre's survival rests upon her ability to hunt and kill – the forest where she lives is a cold, bleak place in the long winter months. So when she spots a deer in the forest being pursued by a wolf, she cannot resist fighting it for the flesh. But to do so, she must kill the predator and killing something so precious comes at a price ...Dragged to a magical kingdom for the murder of a faerie, Feyre discovers that her captor, his face obscured by a jewelled mask, is hiding far more than his piercing green eyes would suggest. Feyre's presence at the court is closely guarded, and as she begins to learn why, her feelings for him turn from hostility to passion and the faerie lands become an even more dangerous place. Feyre must fight to break an ancient curse, or she will lose him forever.|Sarah J. Maas|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406962l/16096824._SY475_.jpg|4.25|A Court of Thorns and Roses
Librarian note: an alternate cover for this edition can be found here.The Jackal. A tall, blond Englishman with opaque, gray eyes. A killer at the top of his profession. A man unknown to any secret service in the  world. An assassin with a contract to kill the world's most heavily guarded man.One  man with a rifle who can change the course of history. One man whose mission is so secretive not even his employers know his name. And as the minutes count down to the final act of execution, it seems that there is no power on earth that can stop the Jackal.|Frederick Forsyth|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405364996l/540020.jpg|4.26|The Day of the Jackal
A modern classic, Einstein’s Dreams is a fictional collage of stories dreamed by Albert Einstein in 1905, when he worked in a patent office in Switzerland. As the defiant but sensitive young genius is creating his theory of relativity, a new conception of time, he imagines many possible worlds. In one, time is circular, so that people are fated to repeat triumphs and failures over and over. In another, there is a place where time stands still, visited by lovers and parents clinging to their children. In another, time is a nightingale, sometimes trapped by a bell jar.Now translated into thirty languages, Einstein’s Dreams has inspired playwrights, dancers, musicians, and painters all over the world. In poetic vignettes, it explores the connections between science and art, the process of creativity, and ultimately the fragility of human existence.|Alan Lightman|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925066l/14376.jpg|4.07|Einstein's Dreams
Messenger is the masterful third novel in the Giver Quartet, which began with the dystopian bestseller The Giver, now a major motion picture. Matty has lived in Village and flourished under the guidance of Seer, a blind man known for his special sight. Village once welcomed newcomers, but something sinister has seeped into Village and the people have voted to close it to outsiders. Matty has been invaluable as a messenger. Now he must risk everything to make one last journey through the treacherous forest with his only weapon, a power he unexpectedly discovers within himself.|Lois Lowry|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924375l/12930.jpg|3.91|Messenger
In 1970, one of Mississippi s more colorful weekly newspapers, The Ford County Times, went bankrupt. To the surprise and dismay of many, ownership was assumed by a 23-year-old college dropout, named Willie Traynor. The future of the paper looked grim until a young mother was brutally raped and murdered by a member of the notorious Padgitt family. Willie Traynor reported all the gruesome details, and his newspaper began to prosper.The murderer, Danny Padgitt, was tried before a packed courthouse in Clanton, Mississippi. The trial came to a startling and dramatic end when the defendant threatened revenge against the jurors if they convicted him. Nevertheless, they found him guilty, and he was sentenced to life in prison. But in Mississippi in 1970, life didn't necessarily mean life, and nine years later Danny Padgitt managed to get himself paroled. He returned to Ford County, and the retribution began.|John Grisham|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924294l/5346.jpg|3.87|The Last Juror
Four decades ago, Richard Forthrast, the black sheep of an Iowa family, fled to a wild and lonely mountainous corner of British Columbia to avoid the draft. Smuggling backpack loads of high-grade marijuana across the border into Northern Idaho, he quickly amassed an enormous and illegal fortune. With plenty of time and money to burn, he became addicted to an online fantasy game in which opposing factions battle for power and treasure in a vast cyber realm. Like many serious gamers, he began routinely purchasing virtual gold pieces and other desirables from Chinese gold farmers—young professional players in Asia who accumulated virtual weapons and armor to sell to busy American and European buyers.For Richard, the game was the perfect opportunity to launder his aging hundred dollar bills and begin his own high-tech start up—a venture that has morphed into a Fortune 500 computer gaming group, Corporation 9592, with its own super successful online role-playing game, T’Rain. But the line between fantasy and reality becomes dangerously blurred when a young gold farmer accidently triggers a virtual war for dominance—and Richard is caught at the center.In this edgy, 21st century tale, Neal Stephenson, one of the most ambitious and prophetic writers of our time, returns to the terrain of his cyberpunk masterpieces Snow Crash and Cryptonomicon, leading readers through the looking glass and into the dark heart of imagination.|Neal Stephenson|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305993115l/10552338.jpg|3.97|Reamde
A missing little girl named Maggie Rose . . . a family of three brutally murdered in the projects of Washington, D.C. . . . the thrill-killing of a beautiful elementary school teacher . . . a psychopathic serial kidnapper/murderer who is so terrifying that the FBI, the Secret Service, and the police cannot outsmart him - even after he's been captured.Gary Soneji wants to commit the crime of the century. Alex Cross is the brilliant homicide detective pitted against him. Jezzie Flanagan is the first female supervisor of the Secret Service who completes one of the most unusual suspense triangles in any thriller you have ever read. Alex Cross and Jezzie Flanagan are about to have a forbidden love affair—at the worst possible time for both of them. Because Gary Soneji is playing at the top of his game. The latest of the unspeakable crimes happens in Alex Cross's precinct. It happens under the noses of Jezzie Flanagan's men. Now Alex Cross must face the ultimate test: How do you outmaneuver a brilliant psychopath?|James Patterson|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388272560l/13145.jpg|4.11|Along Came a Spider
After the 1st wave, only darkness remains. After the 2nd, only the lucky escape. And after the 3rd, only the unlucky survive. After the 4th wave, only one rule applies: trust no one.Now, it's the dawn of the 5th wave, and on a lonely stretch of highway, Cassie runs from Them. The beings who only look human, who roam the countryside killing anyone they see. Who have scattered Earth's last survivors. To stay alone is to stay alive, Cassie believes, until she meets Evan Walker. Beguiling and mysterious, Evan Walker may be Cassie's only hope for rescuing her brother-or even saving herself. But Cassie must choose: between trust and despair, between defiance and surrender, between life and death. To give up or to get up.|Rick Yancey|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842l/16101128.jpg|4.06|The 5th Wave
An unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. A series of wrong turns and disastrous life choices has led to their incarceration. Following their release, Mangle, Decker and Tazeem stick together as they return to a life of crime, embarking on a lucrative scam. But when they stumble upon a sophisticated sex-trafficking operation, they soon realise that they are in mortal danger. The disappearance of a family member and the murder of a dear friend lead the three to delve deeper into a world of violence and deception. In their quest for retribution and justice, they put their lives on the line. Their paths cross with that of Tatiana, who has left her home country for a better life in the West—or so she thinks. She soon realises she is in the hands of ruthless, violent people, who run an operation supplying girls to meet the most deviant desires of rich and powerful men. Will she survive the horrors of The Zombie Room? Are Mangle, Decker and Tazeem brave enough to follow her there, in an attempt to set her free?|R.D. Ronald|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460547041l/29908754._SY475_.jpg|3.95|The Zombie Room
The author of two critically acclaimed novels, The Russian Debutante’s Handbook and Absurdistan, Gary Shteyngart has risen to the top of the fiction world. Now, in his hilarious and heartfelt new novel, he envisions a deliciously dark tale of America’s dysfunctional coming years—and the timeless and tender feelings that just might bring us back from the brink.In a very near future—oh, let’s say next Tuesday—a functionally illiterate America is about to collapse. But don’t that tell that to poor Lenny Abramov, the thirty-nine-year-old son of an angry Russian immigrant janitor, proud author of what may well be the world’s last diary, and less-proud owner of a bald spot shaped like the great state of Ohio. Despite his job at an outfit called Post-Human Services, which attempts to provide immortality for its super-rich clientele, death is clearly stalking this cholesterol-rich morsel of a man. And why shouldn’t it? Lenny’s from a different century—he totally loves books (or “printed, bound media artifacts,” as they’re now known), even though most of his peers find them smelly and annoying. But even more than books, Lenny loves Eunice Park, an impossibly cute and impossibly cruel twenty-four-year-old Korean American woman who just graduated from Elderbird College with a major in Images and a minor in Assertiveness.After meeting Lenny on an extended Roman holiday, blistering Eunice puts that Assertiveness minor to work, teaching our “ancient dork” effective new ways to brush his teeth and making him buy a cottony nonflammable wardrobe. But America proves less flame-resistant than Lenny’s new threads. The country is crushed by a credit crisis, riots break out in New York’s Central Park, the city’s streets are lined with National Guard tanks on every corner, the dollar is so over, and our patient Chinese creditors may just be ready to foreclose on the whole mess. Undeterred, Lenny vows to love both Eunice and his homeland. He’s going to convince his fickle new love that in a time without standards or stability, in a world where single people can determine a dating prospect’s “hotness” and “sustainability” with the click of a button, in a society where the privileged may live forever but the unfortunate will die all too soon, there is still value in being a real human being.Wildly funny, rich, and humane, Super Sad True Love Story is a knockout novel by a young master, a book in which falling in love just may redeem a planet falling apart. |Gary Shteyngart|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320540909l/7334201.jpg|3.45|Super Sad True Love Story
Beneath the towering bleached ribs of a dead, ancient beast lies the city of New Crobuzon, where the unsavory deal is stranger to no one--not even to Isaac, a gifted and eccentric scientist who has spent a lifetime quietly carrying out his unique research. But when a half-bird, half-human creature known as the Garuda comes to him from afar, Isaac is faced with challenges he has never before encountered. Though the Garuda's request is scientifically daunting, Isaac is sparked by his own curiosity and an uncanny reverence for this curious stranger. Soon an eerie metamorphosis will occur that will permeate every fiber of New Crobuzon--and not even the Ambassador of Hell will challenge the malignant terror it evokes.|China Miéville|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393537963l/68494.jpg|3.97|Perdido Street Station
The twin jet plane en route to Denver from Hong Kong is merely a green radar blip half an hour off the California coast when the call comes through to air traffic control:'Socal Approach, this is TransPacific 545. We have an emergency.' The pilot requests priority clearance to land - then comes the bombshell - he needs forty ambulances on the runway.But nothing prepares the rescue workers for the carnage they witness when they enter the plane.Ninety-four passengers are injured. Three dead. The interior cabin virtually destroyed.What happened on board Flight TPA 545?|Michael Crichton|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405420599l/7667.jpg|3.7|Airframe
From debut author Caroline Kepnes comes You, one of Suspense Magazine’s Best Books of 2014, and a brilliant and terrifying novel for the social media age.When a beautiful aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone would do: he Googles the name on her credit card.There is only one Guinevere Beck in New York City. She has a public Facebook account and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown University, she lives on Bank Street, and she’ll be at a bar in Brooklyn tonight—the perfect place for a “chance” meeting.As Joe invisibly and obsessively takes control of Beck’s life, he orchestrates a series of events to ensure Beck finds herself in his waiting arms. Moving from stalker to boyfriend, Joe transforms himself into Beck’s perfect man, all while quietly removing the obstacles that stand in their way—even if it means murder.A terrifying exploration of how vulnerable we all are to stalking and manipulation, debut author Caroline Kepnes delivers a razor-sharp novel for our hyper-connected digital age. You is a compulsively readable page-turner that’s being compared to Gone Girl, American Psycho, and Stephen King’s Misery.|Caroline Kepnes|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549463282l/36430011._SY475_.jpg|3.91|You
Sarah Perry's award-winning novel, set at the end of the nineteenth century and inspired by true events.Moving between Essex and London, myth and modernity, Cora Seaborne's spirited search for the Essex Serpent encourages all around her to test their allegiance to faith or reason in an age of rapid scientific advancement. At the same time, the novel explores the boundaries of love and friendship and the allegiances that we have to one another. The depth of feeling that the inhabitants of Aldwinter share are matched by their city counterparts as they strive to find the courage to express and understand their deepest desires, and strongest fears.|Sarah Perry|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1482090227l/32075861._SY475_.jpg|3.59|The Essex Serpent
"This wickedly funny, big-hearted novel about life in the office signals the arrival of a gloriously talented new writer. The characters in Then We Came To The End cope with a business downturn in the time-honored way: through gossip, secret romance, elaborate pranks, and increasingly frequent coffee breaks. By day they compete for the best office furniture left behind and try to make sense of the mysterious pro-bono ad campaign that is their only remaining ""work."""|Joshua Ferris|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442800496l/97782._SY475_.jpg|3.46|Then We Came to the End
The second book in C. S. Lewis's acclaimed Space Trilogy, which also includes Out of the Silent Planet and That Hideous Strength, Perelandra continues the adventures of the extraordinary Dr. Ransom. Pitted against the most destructive of human weaknesses, temptation, the great man must battle evil on a new planet  Perelandra  when it is invaded by a dark force. Will Perelandra succumb to this malevolent being, who strives to create a new world order and who must destroy an old and beautiful civilization to do so? Or will it throw off the yoke of corruption and achieve a spiritual perfection as yet unknown to man? The outcome of Dr. Ransom's mighty struggle alone will determine the fate of this peace-loving planet.|C.S. Lewis|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388623162l/100924.jpg|3.99|Perelandra
A rare meeting of literary genius: P. D. James, long among the most admired mystery writers of our time, draws the characters of Jane Austen’s beloved novel Pride and Prejudice into a tale of murder and emotional mayhem. It is 1803, six years since Elizabeth and Darcy embarked on their life together at Pemberley, Darcy’s magnificent estate. Their peaceful, orderly world seems almost unassailable. Elizabeth has found her footing as the chatelaine of the great house. They have two fine sons, Fitzwilliam and Charles. Elizabeth’s sister Jane and her husband, Bingley, live nearby; her father visits often; there is optimistic talk about the prospects of marriage for Darcy’s sister Georgiana. And preparations are under way for their much-anticipated annual autumn ball. Then, on the eve of the ball, the patrician idyll is shattered. A coach careens up the drive carrying Lydia, Elizabeth’s disgraced sister, who with her husband, the very dubious Wickham, has been banned from Pemberley. She stumbles out of the carriage, hysterical, shrieking that Wickham has been murdered. With shocking suddenness, Pemberley is plunged into a frightening mystery. Inspired by a lifelong passion for Austen, P. D. James masterfully re-creates the world of Pride and Prejudice, electrifying it with the excitement and suspense of a brilliantly crafted crime story, as only she can write it.|P.D. James|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318936579l/12875355.jpg|3.25|Death Comes to Pemberley
In Her Body and Other Parties, Carmen Maria Machado blithely demolishes the arbitrary borders between psychological realism and science fiction, comedy and horror, fantasy and fabulism. While her work has earned her comparisons to Karen Russell and Kelly Link, she has a voice that is all her own. In this electric and provocative debut, Machado bends genre to shape startling narratives that map the realities of women's lives and the violence visited upon their bodies.A wife refuses her husband's entreaties to remove the green ribbon from around her neck. A woman recounts her sexual encounters as a plague slowly consumes humanity. A salesclerk in a mall makes a horrifying discovery within the seams of the store's prom dresses. One woman's surgery-induced weight loss results in an unwanted houseguest. And in the bravura novella Especially Heinous, Machado reimagines every episode of Law & Order: Special Victims Unit, a show we naively assumed had shown it all, generating a phantasmagoric police procedural full of doppelgangers, ghosts, and girls with bells for eyes.Earthy and otherworldly, antic and sexy, queer and caustic, comic and deadly serious, Her Body and Other Parties swings from horrific violence to the most exquisite sentiment. In their explosive originality, these stories enlarge the possibilities of contemporary fiction.|Carmen Maria Machado|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485266434l/33375622.jpg|3.92|Her Body and Other Parties
From the # 1 New York Times bestselling author of Eat, Pray, Love and The Signature of All Things, a delicious novel of glamour, sex, and adventure, about a young woman discovering that you don't have to be a good girl to be a good person.Life is both fleeting and dangerous, and there is no point in denying yourself pleasure, or being anything other than what you are.Beloved author Elizabeth Gilbert returns to fiction with a unique love story set in the New York City theater world during the 1940s. Told from the perspective of an older woman as she looks back on her youth with both pleasure and regret (but mostly pleasure), City of Girls explores themes of female sexuality and promiscuity, as well as the idiosyncrasies of true love.In 1940, nineteen-year-old Vivian Morris has just been kicked out of Vassar College, owing to her lackluster freshman-year performance. Her affluent parents send her to Manhattan to live with her Aunt Peg, who owns a flamboyant, crumbling midtown theater called the Lily Playhouse. There Vivian is introduced to an entire cosmos of unconventional and charismatic characters, from the fun-chasing showgirls to a sexy male actor, a grand-dame actress, a lady-killer writer, and no-nonsense stage manager. But when Vivian makes a personal mistake that results in professional scandal, it turns her new world upside down in ways that it will take her years to fully understand. Ultimately, though, it leads her to a new understanding of the kind of life she craves-and the kind of freedom it takes to pursue it. It will also lead to the love of her life, a love that stands out from all the rest.Now ninety-five years old and telling her story at last, Vivian recalls how the events of those years altered the course of her life - and the gusto and autonomy with which she approached it. At some point in a woman's life, she just gets tired of being ashamed all the time, she muses. After that, she is free to become whoever she truly is. Written with a powerful wisdom about human desire and connection, City of Girls is a love story like no other.|Elizabeth Gilbert|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545498817l/42135029.jpg|4.06|City of Girls
One postwar summer in his home of rural Warwickshire, Dr. Faraday, the son of a maid who has built a life of quiet respectability as a country physician, is called to a patient at lonely Hundreds Hall. Home to the Ayres family for over two centuries, the Georgian house, once impressive and handsome, is now in decline, its masonry crumbling, its gardens choked with weeds, the clock in its stable yard permanently fixed at twenty to nine. Its owners—mother, son, and daughter—are struggling to keep pace with a changing society, as well as with conflicts of their own. But are the Ayreses haunted by something more sinister than a dying way of life? Little does Dr. Faraday know how closely, and how terrifyingly, their story is about to become intimately entwined with his.|Sarah Waters|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407105269l/7234875.jpg|3.54|The Little Stranger
"Greenville County, South Carolina, is a wild, lush place that is home to the Boatwright family—a tight-knit clan of rough-hewn, hard-drinking men who shoot up each other's trucks, and indomitable women who get married young and age too quickly. At the heart of this story is Ruth Anne Boatwright, known simply as Bone, a bastard child who observes the world around her with a mercilessly keen perspective. When her stepfather Daddy Glen, ""cold as death, mean as a snake,"" becomes increasingly more vicious toward her, Bone finds herself caught in a family triangle that tests the loyalty of her mother, Anney—and leads to a final, harrowing encounter from which there can be no turning back."|Dorothy Allison|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424648725l/25354.jpg|4.11|Bastard Out of Carolina
